Frequencies, 250.0, 500.0, 1000.0, 2000.0, 4000.0
Carpet, 0.13, 0.6, 0.24, 0.28, 0.32
Carpet, 0.3
Plaster, 0.38, 0.21, 0.15, 0.25, 0.31
Plaster, 0.2
PaintedConcrete, 0.05, 0.06, 0.07, 0.09, 0.08
PaintedConcrete, 0.1
